party,result,council
"політична партія Всеукраїнське об’єднання ""Свобода""",  11.76,"Хмельницька обл., Летичівська районна рада"
"Політична партія ""Совість України""",   8.82,"Хмельницька обл., Летичівська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  18.92,"Хмельницька обл., Красилівська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""ЗА КОНКРЕТНІ СПРАВИ"" ",  18.92,"Хмельницька обл., Красилівська районна рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  18.92,"Хмельницька обл., Красилівська районна рада"
Радикальна партія Олега Ляшка,   8.11,"Хмельницька обл., Красилівська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""ЗА КОНКРЕТНІ СПРАВИ"" ",  16.67,"Хмельницька обл., Кам'янець-Подільська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  16.67,"Хмельницька обл., Кам'янець-Подільська районна рада"
Аграрна партія України,  11.11,"Хмельницька обл., Кам'янець-Подільська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  30.56,"Херсонська обл., Білозерська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""ЗА КОНКРЕТНІ СПРАВИ"" ",  23.53,"Хмельницька обл., Ізяславська районна рада"
Радикальна партія Олега Ляшка,   8.82,"Хмельницька обл., Ізяславська районна рада"
Аграрна партія України,   8.82,"Хмельницька обл., Ізяславська районна рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",   8.82,"Хмельницька обл., Ізяславська районна рада"
"Партія ""Відродження""",   8.82,"Хмельницька обл., Ізяславська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   7.69,"Херсонська обл., Верхньорогачицька районна рада"
"Партія ""Відродження""",   7.69,"Херсонська обл., Великолепетиська районна рада"
"Політична партія ""Нова держава""",   3.85,"Херсонська обл., Великолепетиська районна рада"
Аграрна партія України,   3.85,"Херсонська обл., Великолепетиська районна рада"
Аграрна партія України,   5.88,"Хмельницька обл., Летичівська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",   8.11,"Хмельницька обл., Красилівська районна рада"
